time,city,region,latitude,longitude,temperature_2m_mean,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,sunshine_duration,daylight_duration,precipitation_hours,isa,isa_scaled,is_harmattan,is_dry_season,is_stagnant,is_no_rain,pm25_proxy,month,year
2020-01-11,Abong-Mbang,Est,3.98,13.17,23.5,29.3,19.4,0.2,0.2,10.5,25.2,239,14.89,3.19,32896.69,42866.74,2,0.09333333333333332,0.6779874213836478,0,1,0,0,21.87529424488829,1,2020
2020-01-12,Abong-Mbang,Est,3.98,13.17,23.5,30.2,18.5,0.1,0.1,10.0,24.1,85,17.78,3.92,39483.21,42872.24,1,0.10098,0.733533962264151,0,1,0,0,23.07936654298571,1,2020
2020-01-13,Abong-Mbang,Est,3.98,13.17,24.5,31.5,18.2,0.0,0.0,9.8,29.9,93,19.94,4.5,38111.1,42877.95,0,0.11734693877551018,0.8524258760107816,0,1,0,1,29.712625156480843,1,2020
2020-01-14,Abong-Mbang,Est,3.98,13.17,24.9,31.9,18.5,0.0,0.0,8.3,26.3,44,20.28,4.53,37426.58,42883.86,0,0.1433734939759036,1.0414867015230733,0,1,0,1,32.156768451749684,1,2020
2020-01-15,Abong-Mbang,Est,3.98,13.17,24.6,31.1,19.4,0.2,0.2,11.5,22.7,291,18.29,4.6,37157.8,42890.07,2,0.0945913043478261,0.6871255127153406,0,1,0,0,23.024485232081993,1,2020
2020-01-16,Abong-Mbang,Est,3.98,13.17,25.0,33.0,19.5,0.0,0.0,14.4,25.9,302,21.18,4.88,30562.13,42896.55,0,0.09027777777777779,0.6557914046121595,0,1,0,1,27.7429897423752,1,2020
2020-01-17,Abong-Mbang,Est,3.98,13.17,24.2,32.7,17.7,0.0,0.0,11.7,30.2,307,21.13,4.87,33594.38,42903.31,0,0.10854700854700856,0.7885018545395905,0,1,0,1,29.086583760751235,1,2020
2020-01-18,Abong-Mbang,Est,3.98,13.17,24.3,31.4,19.1,0.0,0.0,14.1,28.8,279,19.29,4.25,37902.73,42910.33,0,0.08085106382978724,0.5873143315937376,0,1,0,1,26.338378673685522,1,2020
2020-01-19,Abong-Mbang,Est,3.98,13.17,24.1,31.3,19.3,0.0,0.0,10.0,23.4,351,21.55,4.82,36200.22,42917.59,0,0.11300000000000002,0.8208490566037737,0,1,0,1,29.501013783847796,1,2020
2020-01-20,Abong-Mbang,Est,3.98,13.17,24.1,32.5,17.2,0.0,0.0,7.9,24.5,48,21.85,4.89,37495.95,42925.1,0,0.1582278481012658,1.1493909720563649,0,1,0,1,33.498505053797714,1,2020
2020-01-21,Abong-Mbang,Est,3.98,13.17,24.4,33.2,17.2,0.0,0.0,9.4,28.4,54,22.19,5.21,38683.12,42932.83,0,0.14042553191489365,1.0200722601364918,0,1,0,1,32.13269389988058,1,2020
2020-01-22,Abong-Mbang,Est,3.98,13.17,23.6,33.0,15.9,0.0,0.0,10.1,27.4,23,22.77,5.27,35772.21,42940.77,0,0.12871287128712872,0.9349897253876331,0,1,0,1,30.967467499630676,1,2020
2020-01-23,Abong-Mbang,Est,3.98,13.17,23.2,32.2,16.0,0.0,0.0,13.4,25.9,16,22.74,5.14,36510.29,42948.92,0,0.091044776119403,0.6613629963390596,0,1,0,1,27.54122792259591,1,2020
2020-01-24,Abong-Mbang,Est,3.98,13.17,22.7,31.5,15.6,0.0,0.0,13.5,35.3,46,22.94,5.52,37527.8,42957.26,0,0.08518518518518517,0.6187980433263451,0,1,0,1,26.96377400945589,1,2020
2020-01-25,Abong-Mbang,Est,3.98,13.17,21.9,31.2,13.7,0.0,0.0,10.7,30.6,60,23.8,5.35,35978.44,42965.77,0,0.10467289719626169,0.7603597249162406,0,1,0,1,28.528253937488607,1,2020
2020-01-26,Abong-Mbang,Est,3.98,13.17,22.4,32.0,14.0,0.0,0.0,13.5,28.4,47,23.3,5.33,34837.78,42974.46,0,0.08888888888888888,0.6457023060796645,0,1,0,1,27.22425110391832,1,2020
2020-01-27,Abong-Mbang,Est,3.98,13.17,22.1,32.2,13.9,0.0,0.0,9.2,17.3,346,22.88,4.93,37397.55,42983.32,0,0.13260869565217395,0.9632895816242826,0,1,0,1,30.826034812127375,1,2020
2020-01-28,Abong-Mbang,Est,3.98,13.17,23.4,32.5,16.2,0.0,0.0,10.6,20.5,315,22.14,4.98,38855.46,42992.31,0,0.1179245283018868,0.856621573513706,0,1,0,1,29.83155427965401,1,2020
2020-01-29,Abong-Mbang,Est,3.98,13.17,24.4,33.0,18.5,0.0,0.0,12.3,26.6,329,22.24,5.7,37257.22,43001.45,0,0.10569105691056911,0.767755790765455,0,1,0,1,29.181027648181274,1,2020
2020-01-30,Abong-Mbang,Est,3.98,13.17,23.3,32.2,16.1,0.0,0.0,11.1,22.3,351,21.68,5.5,36000.0,43010.71,0,0.10990990990990994,0.7984021757606666,0,1,0,1,29.10643280368867,1,2020
2020-01-31,Abong-Mbang,Est,3.98,13.17,23.9,32.3,17.9,0.0,0.0,11.8,25.9,305,21.43,4.82,38132.61,43020.09,0,0.1042372881355932,0.7571953949472336,0,1,0,1,28.659094530161784,1,2020
2020-02-01,Abong-Mbang,Est,3.98,13.17,24.1,31.8,18.8,0.0,0.0,11.1,25.6,345,22.93,5.13,36675.56,43029.57,0,0.10630630630630633,0.7722250552439234,0,1,0,1,29.168791876316202,2,2020
2020-02-02,Abong-Mbang,Est,3.98,13.17,24.1,32.2,18.0,0.0,0.0,11.5,24.1,41,21.99,4.89,36204.25,43039.15,0,0.10608695652173915,0.770631665299426,0,1,0,1,28.974481238823234,2,2020
2020-02-03,Abong-Mbang,Est,3.98,13.17,24.2,30.7,19.3,0.5,0.5,11.5,25.2,256,19.14,4.14,33537.8,43048.84,5,0.08839130434782606,0.6420877768662837,0,1,0,0,22.427665874696658,2,2020
2020-02-04,Abong-Mbang,Est,3.98,13.17,24.4,29.6,20.4,1.0,1.0,14.7,29.2,265,17.79,3.9,37105.04,43058.71,3,0.06122448979591837,0.44474393530997314,0,1,0,0,19.882592495686204,2,2020
2020-02-05,Abong-Mbang,Est,3.98,13.17,23.7,28.3,19.8,1.7,1.7,10.2,23.0,244,16.35,3.46,37825.76,43068.8,9,0.08137254901960786,0.5911024787273401,0,1,0,0,21.150391251004233,2,2020
2020-02-06,Abong-Mbang,Est,3.98,13.17,23.1,27.8,20.0,2.5,2.5,9.7,24.1,253,16.1,3.9,36495.09,43079.08,9,0.07731958762886598,0.561661155417234,0,1,0,0,20.64103846751727,2,2020
2020-02-07,Abong-Mbang,Est,3.98,13.17,24.7,32.7,18.3,0.0,0.0,8.3,24.8,357,21.65,4.8,37023.78,43089.54,0,0.1530120481927711,1.1115026142305071,0,1,0,1,33.18111923687488,2,2020
2020-02-08,Abong-Mbang,Est,3.98,13.17,24.5,31.4,19.6,0.0,0.0,10.8,26.3,197,13.63,3.62,36929.34,43100.17,0,0.10555555555555554,0.7667714884696016,0,1,0,1,27.61111225494066,2,2020
2020-02-09,Abong-Mbang,Est,3.98,13.17,25.1,32.2,19.6,0.3,0.3,10.8,27.0,257,19.77,4.38,37504.88,43110.96,3,0.10957407407407407,0.7959626135569532,0,1,0,0,24.67265931247423,2,2020
2020-02-10,Abong-Mbang,Est,3.98,13.17,24.8,31.9,19.9,0.0,0.0,11.4,27.0,306,20.57,4.57,38784.16,43121.9,0,0.1043859649122807,0.7582754054948693,0,1,0,1,28.777514907779437,2,2020
2020-02-11,Abong-Mbang,Est,3.98,13.17,23.9,32.1,17.0,0.0,0.0,9.3,27.4,333,23.26,5.21,37626.82,43132.97,0,0.13010752688172045,0.9451207141407996,0,1,0,1,31.244446896049425,2,2020
2020-02-12,Abong-Mbang,Est,3.98,13.17,23.5,31.3,17.3,0.0,0.0,10.1,23.4,347,23.14,5.26,38183.86,43144.17,0,0.1118811881188119,0.8127218382215582,0,1,0,1,29.524585071210996,2,2020
2020-02-13,Abong-Mbang,Est,3.98,13.17,23.7,31.8,17.1,0.0,0.0,11.2,30.6,15,23.42,5.37,37743.67,43155.48,0,0.10535714285714287,0.7653301886792454,0,1,0,1,29.07346100892082,2,2020
2020-02-14,Abong-Mbang,Est,3.98,13.17,23.6,32.3,16.4,0.0,0.0,10.8,24.1,312,23.1,5.19,37447.27,43166.89,0,0.11388888888888886,0.82730607966457,0,1,0,1,29.713770863924633,2,2020
2020-02-15,Abong-Mbang,Est,3.98,13.17,24.5,33.8,16.0,0.0,0.0,9.2,26.3,3,23.89,5.43,36871.37,43178.39,0,0.14999999999999997,1.0896226415094339,0,1,0,1,33.284165421962584,2,2020
2020-02-16,Abong-Mbang,Est,3.98,13.17,25.4,33.6,18.5,0.0,0.0,11.7,31.0,280,20.91,4.95,37979.69,43189.98,0,0.11623931623931626,0.8443799387195615,0,1,0,1,30.09518269559708,2,2020
2020-02-17,Abong-Mbang,Est,3.98,13.17,25.0,30.0,21.4,0.4,0.4,13.1,27.4,234,14.7,3.49,31548.63,43201.63,1,0.0732824427480916,0.5323347256229296,0,1,0,0,20.590842648897752,2,2020
2020-02-18,Abong-Mbang,Est,3.98,13.17,25.1,31.9,20.4,0.1,0.1,10.1,24.8,248,19.84,4.25,31874.02,43213.34,1,0.11664356435643564,0.8473164580609004,0,1,0,0,25.28124937957599,2,2020
2020-02-19,Abong-Mbang,Est,3.98,13.17,25.7,32.5,20.0,0.1,0.1,11.3,23.0,68,21.65,4.94,39031.57,43225.1,1,0.10951327433628318,0.7955209550843212,0,1,0,0,25.208939327120643,2,2020
2020-02-20,Abong-Mbang,Est,3.98,13.17,25.7,32.2,20.6,0.1,0.1,11.2,27.4,85,20.62,4.6,38000.52,43236.89,1,0.10783928571428573,0.783360849056604,0,1,0,0,24.86027161127339,2,2020
2020-02-21,Abong-Mbang,Est,3.98,13.17,26.0,33.0,20.4,0.0,0.0,11.9,32.8,20,21.55,5.4,36933.52,43248.71,0,0.1092436974789916,0.7935627081021088,0,1,0,1,29.824777601827815,2,2020
2020-02-22,Abong-Mbang,Est,3.98,13.17,26.1,34.5,19.9,0.0,0.0,10.9,31.3,355,22.48,5.34,35885.54,43260.55,0,0.1330275229357798,0.966332006231608,0,1,0,1,32.059692861390175,2,2020
2020-02-23,Abong-Mbang,Est,3.98,13.17,26.3,34.5,20.8,0.0,0.0,10.9,27.4,274,22.36,5.37,38799.09,43272.41,0,0.1330275229357798,0.966332006231608,0,1,0,1,32.105817547582646,2,2020
2020-02-24,Abong-Mbang,Est,3.98,13.17,26.0,34.1,19.9,0.0,0.0,12.1,28.1,286,22.36,5.24,37832.37,43284.39,0,0.11652892561983473,0.8464837049742712,0,1,0,1,30.5594379324946,2,2020
2020-02-25,Abong-Mbang,Est,3.98,13.17,25.6,32.7,19.5,0.2,0.2,13.8,28.1,219,21.35,4.86,37333.26,43296.5,2,0.09018840579710147,0.6551421930544163,0,1,0,0,23.438005898242952,2,2020
2020-02-26,Abong-Mbang,Est,3.98,13.17,25.2,31.0,21.2,0.3,0.3,11.2,24.8,218,19.29,4.27,32345.9,43308.74,3,0.09526785714285715,0.6920400943396228,0,1,0,0,23.367887826636142,2,2020
2020-02-27,Abong-Mbang,Est,3.98,13.17,26.0,34.0,19.0,0.0,0.0,11.4,26.3,348,22.45,6.1,38956.2,43321.08,0,0.12280701754385963,0.8920887123469049,0,1,0,1,31.240654506321853,2,2020
2020-02-28,Abong-Mbang,Est,3.98,13.17,26.9,33.8,21.5,0.0,0.0,11.2,24.5,265,20.37,4.79,34587.21,43333.53,0,0.12321428571428569,0.8950471698113207,0,1,0,1,31.0494505565643,2,2020
2020-02-29,Abong-Mbang,Est,3.98,13.17,26.8,34.5,21.2,0.0,0.0,13.4,28.1,253,22.56,5.24,38767.14,43346.07,0,0.10820895522388059,0.7860461841734723,0,1,0,1,30.104313205897565,2,2020
2020-03-01,Abong-Mbang,Est,3.98,13.17,26.2,31.5,22.0,0.1,0.1,15.1,33.8,222,19.33,4.45,30780.78,43358.7,1,0.07539735099337748,0.5476977383481194,0,1,0,0,21.967004659340613,3,2020
2020-03-02,Abong-Mbang,Est,3.98,13.17,24.6,30.5,21.4,6.1,6.1,11.8,27.4,235,14.59,3.23,29446.3,43371.39,4,0.034703389830508476,0.2520906619763352,0,1,0,0,17.054944847481714,3,2020
2020-03-03,Abong-Mbang,Est,3.98,13.17,25.7,33.3,21.4,5.5,5.5,10.0,25.9,231,20.0,4.34,36297.03,43384.16,4,0.05984999999999998,0.434759433962264,0,1,0,0,20.547265508802397,3,2020
2020-03-04,Abong-Mbang,Est,3.98,13.17,24.7,30.5,20.9,2.3,2.3,10.6,24.5,258,20.2,3.99,23758.35,43396.97,7,0.0762735849056604,0.5540628337486652,0,1,0,0,21.660031829251764,3,2020
2020-03-05,Abong-Mbang,Est,3.98,13.17,24.9,33.2,21.1,3.3,3.3,10.6,28.4,223,18.39,3.85,37732.35,43409.83,3,0.08343396226415098,0.6060768956924175,0,1,0,0,22.051964589313194,3,2020
2020-03-06,Abong-Mbang,Est,3.98,13.17,26.0,32.4,21.8,1.1,1.1,11.5,23.4,246,19.35,4.27,33214.44,43422.73,1,0.09596521739130433,0.6971058244462673,0,1,0,0,23.677714244819644,3,2020
2020-03-07,Abong-Mbang,Est,3.98,13.17,22.9,26.6,19.8,6.5,6.5,11.5,27.4,208,10.81,2.25,8998.26,43435.64,4,0.03043478260869565,0.2210828547990156,0,1,0,0,15.466278776416639,3,2020
2020-03-08,Abong-Mbang,Est,3.98,13.17,24.8,32.0,18.5,0.0,0.0,13.2,25.9,229,23.19,4.96,37013.95,43448.58,0,0.09090909090909091,0.6603773584905661,0,1,0,1,28.051982695192233,3,2020
2020-03-09,Abong-Mbang,Est,3.98,13.17,26.2,33.3,20.9,0.6,0.6,12.0,29.5,228,21.75,4.86,35904.39,43461.53,2,0.1041833333333333,0.7568034591194966,0,1,0,0,24.89819213704902,3,2020
2020-03-10,Abong-Mbang,Est,3.98,13.17,26.3,33.0,21.5,0.0,0.0,10.9,24.1,241,22.17,4.87,38100.55,43474.46,0,0.11926605504587155,0.8663666262766142,0,1,0,1,30.80761374126079,3,2020
2020-03-11,Abong-Mbang,Est,3.98,13.17,25.9,31.9,21.2,0.4,0.4,13.7,32.0,235,19.27,4.46,26328.5,43487.4,4,0.08338686131386862,0.6057347472799891,0,1,0,0,22.565811109619286,3,2020
2020-03-12,Abong-Mbang,Est,3.98,13.17,25.2,30.1,21.6,0.0,0.0,13.7,32.4,220,17.14,3.83,32038.74,43500.3,0,0.0737226277372263,0.5355322958270213,0,1,0,1,25.60434487209999,3,2020
2020-03-13,Abong-Mbang,Est,3.98,13.17,25.9,32.8,20.5,0.2,0.2,9.3,20.2,191,20.31,4.41,30177.2,43513.18,2,0.1348817204301075,0.9798011767092715,0,1,0,0,27.204260982435944,3,2020
2020-03-14,Abong-Mbang,Est,3.98,13.17,26.4,33.3,21.8,0.6,0.6,12.1,23.4,312,24.19,5.56,28495.0,43526.03,3,0.10332231404958675,0.7505488850771869,0,1,0,0,25.348668629294444,3,2020
2020-03-15,Abong-Mbang,Est,3.98,13.17,25.4,33.5,19.1,0.0,0.0,13.0,27.7,295,24.25,5.53,37620.59,43538.94,0,0.10384615384615385,0.7543541364296082,0,1,0,1,29.599169302427264,3,2020
2020-03-16,Abong-Mbang,Est,3.98,13.17,26.4,33.5,20.6,0.0,0.0,13.9,28.1,250,21.96,5.15,39473.15,43551.93,0,0.09712230215827339,0.705511062847835,0,1,0,1,28.914915180952264,3,2020
2020-03-17,Abong-Mbang,Est,3.98,13.17,26.6,33.0,21.9,0.0,0.0,11.8,24.1,248,20.71,4.7,34852.69,43565.0,0,0.11016949152542373,0.8002878157978894,0,1,0,1,29.860951697524463,3,2020
2020-03-18,Abong-Mbang,Est,3.98,13.17,27.0,34.2,21.6,0.2,0.2,11.6,28.4,271,20.62,5.1,35236.27,43578.12,1,0.11996551724137934,0.8714476252439821,0,1,0,0,26.377312925521927,3,2020
2020-03-19,Abong-Mbang,Est,3.98,13.17,25.7,30.5,22.5,1.3,1.3,14.3,31.3,221,17.1,3.57,31167.27,43591.3,6,0.06388111888111887,0.4640420899854862,0,1,0,0,20.354037297399056,3,2020
2020-03-20,Abong-Mbang,Est,3.98,13.17,22.4,25.3,21.2,18.2,18.2,10.7,31.0,196,10.39,2.2,1137.66,43604.53,20,0.0,0.0,0,1,0,0,12.593020920502092,3,2020
2020-03-21,Abong-Mbang,Est,3.98,13.17,24.4,31.0,20.5,0.5,0.5,9.4,24.1,196,20.15,4.38,35830.68,43617.79,2,0.11117021276595745,0.8075572059413891,0,1,0,0,24.659032914811313,3,2020
2020-03-22,Abong-Mbang,Est,3.98,13.17,24.7,30.6,20.0,0.1,0.1,7.5,21.6,188,17.76,3.81,38278.37,43631.08,1,0.13992000000000002,1.0164000000000002,0,1,0,0,26.81534644351465,3,2020
2020-03-23,Abong-Mbang,Est,3.98,13.17,25.3,31.9,20.8,9.1,9.1,12.0,30.2,193,22.2,4.67,15157.09,43644.39,7,0.008925000000000008,0.06483254716981138,0,1,0,0,16.36572362043104,3,2020
2020-03-24,Abong-Mbang,Est,3.98,13.17,23.1,26.4,21.4,3.9,3.9,12.6,34.9,251,13.49,2.71,11092.06,43657.7,10,0.04841269841269841,0.35167714884696016,0,1,0,0,17.561492313360176,3,2020
2020-03-25,Abong-Mbang,Est,3.98,13.17,23.5,27.4,20.9,1.8,1.8,12.7,35.3,263,12.69,2.74,19393.09,43671.02,5,0.06456692913385827,0.4690239191799139,0,1,0,0,18.97335146530541,3,2020
2020-03-26,Abong-Mbang,Est,3.98,13.17,24.5,30.0,21.0,0.0,0.0,11.5,29.2,265,23.1,4.56,25996.06,43684.33,0,0.08695652173913043,0.6316652994257589,0,1,0,1,27.5478815010589,3,2020
2020-03-27,Abong-Mbang,Est,3.98,13.17,24.8,30.4,20.6,2.0,2.0,10.4,27.0,198,21.3,4.44,39326.59,43697.62,4,0.07999999999999999,0.5811320754716981,0,1,0,0,22.2435531064972,3,2020
2020-03-28,Abong-Mbang,Est,3.98,13.17,26.4,33.5,21.1,0.3,0.3,8.9,25.6,169,21.89,4.73,38366.38,43710.89,2,0.14713483146067416,1.068809624761501,0,1,0,0,28.70515399086186,3,2020
2020-03-29,Abong-Mbang,Est,3.98,13.17,25.5,31.4,21.8,1.2,1.2,9.7,26.6,198,20.64,4.42,36463.78,43724.11,3,0.10342268041237114,0.7512779614860923,0,1,0,0,24.3930895127285,3,2020
2020-03-30,Abong-Mbang,Est,3.98,13.17,24.8,30.8,22.0,7.2,7.2,9.5,26.6,219,18.21,3.78,32919.39,43737.3,4,0.031831578947368426,0.23122939424031783,0,1,0,0,17.486881601176698,3,2020
2020-03-31,Abong-Mbang,Est,3.98,13.17,26.6,34.1,21.5,0.0,0.0,13.0,29.9,233,22.24,5.0,36425.07,43750.43,0,0.10846153846153848,0.7878809869375909,0,1,0,1,29.984530002246906,3,2020
2020-04-01,Abong-Mbang,Est,3.98,13.17,24.4,29.8,21.6,8.0,8.0,11.0,31.7,238,17.42,3.61,3324.45,43763.5,8,0.018181818181818177,0.13207547169811318,0,0,0,0,12.034238714770664,4,2020
2020-04-02,Abong-Mbang,Est,3.98,13.17,25.7,33.4,20.5,0.0,0.0,10.5,27.0,250,23.5,4.86,36730.76,43776.48,0,0.1276190476190476,0.9270440251572326,0,0,0,1,27.554677255861687,4,2020
2020-04-03,Abong-Mbang,Est,3.98,13.17,25.0,31.7,22.0,9.6,9.6,11.4,29.2,249,17.33,3.76,39082.7,43789.41,10,0.00410526315789474,0.02982125124131085,0,0,0,0,10.994631583933387,4,2020
2020-04-04,Abong-Mbang,Est,3.98,13.17,23.7,28.1,21.4,6.2,6.2,13.8,34.2,229,10.73,2.3,0.0,43802.35,11,0.027536231884057974,0.20002734481815698,0,0,0,0,11.448562447441313,4,2020
2020-04-05,Abong-Mbang,Est,3.98,13.17,25.1,32.5,20.6,1.6,1.6,12.5,27.0,218,22.77,4.75,39600.0,43815.32,4,0.08399999999999999,0.610188679245283,0,0,0,0,18.947054945922474,4,2020
2020-04-06,Abong-Mbang,Est,3.98,13.17,24.6,30.7,21.2,1.3,1.3,8.4,25.6,221,19.36,4.1,30464.27,43828.32,5,0.11082142857142854,0.8050235849056602,0,0,0,0,20.530433646482987,4,2020
2020-04-07,Abong-Mbang,Est,3.98,13.17,25.4,32.2,20.0,8.2,8.2,10.0,20.5,252,21.99,4.69,39242.67,43841.33,4,0.02196000000000001,0.1595207547169812,0,0,0,0,13.503150311833899,4,2020
2020-04-08,Abong-Mbang,Est,3.98,13.17,24.4,29.5,21.5,13.7,13.7,11.2,26.6,249,15.43,3.29,29496.71,43854.34,11,0.0,0.0,0,0,0,0,10.104784100418408,4,2020
2020-04-09,Abong-Mbang,Est,3.98,13.17,23.2,27.7,21.0,0.9,0.9,6.9,22.7,230,13.57,2.77,15635.38,43867.35,7,0.1318840579710145,0.9580257041290676,0,0,0,0,20.888125185950482,4,2020
2020-04-10,Abong-Mbang,Est,3.98,13.17,24.7,32.3,20.0,0.4,0.4,14.5,36.0,236,21.18,4.48,39600.0,43880.35,1,0.08143448275862068,0.5915523747560182,0,0,0,0,18.326121384101505,4,2020
2020-04-11,Abong-Mbang,Est,3.98,13.17,22.7,25.8,21.0,8.6,8.6,11.5,41.0,351,11.1,2.23,0.0,43893.32,12,0.012173913043478262,0.08843314191960625,0,0,0,0,9.855364230231928,4,2020
2020-04-12,Abong-Mbang,Est,3.98,13.17,24.5,30.1,20.4,0.0,0.0,9.3,27.7,55,19.4,4.6,39600.0,43906.27,0,0.10860215053763442,0.7889024142828162,0,0,0,1,24.883004703611363,4,2020
2020-04-13,Abong-Mbang,Est,3.98,13.17,24.7,31.5,20.6,0.3,0.3,10.5,26.3,193,19.27,5.1,33577.98,43919.17,2,0.10623809523809521,0.7717295597484276,0,0,0,0,20.28734885924054,4,2020
2020-04-14,Abong-Mbang,Est,3.98,13.17,25.1,32.7,21.0,0.1,0.1,13.8,41.4,168,18.66,3.96,39600.0,43932.03,1,0.09110869565217393,0.661827317473339,0,0,0,0,18.8370391067512,4,2020
2020-04-15,Abong-Mbang,Est,3.98,13.17,25.9,33.0,21.2,0.0,0.0,10.4,29.5,203,20.57,4.44,28250.8,43944.82,0,0.125,0.9080188679245284,0,0,0,1,26.886236456935343,4,2020
2020-04-16,Abong-Mbang,Est,3.98,13.17,24.6,31.6,21.3,11.6,11.6,9.1,31.7,243,20.41,4.2,26606.18,43957.55,12,0.0,0.0,0,0,0,0,11.042309623430963,4,2020
2020-04-17,Abong-Mbang,Est,3.98,13.17,24.3,29.8,21.5,1.0,1.0,10.3,28.4,229,17.2,3.39,8159.97,43970.19,3,0.08737864077669903,0.6347316358307383,0,0,0,0,17.972174609048356,4,2020
2020-04-18,Abong-Mbang,Est,3.98,13.17,24.7,30.3,20.6,0.1,0.1,10.0,26.6,227,20.2,4.16,39600.0,43982.75,1,0.10197,0.7407254716981133,0,0,0,0,19.923783484645142,4,2020
2020-04-19,Abong-Mbang,Est,3.98,13.17,23.8,29.7,20.8,8.0,8.0,11.2,31.3,227,19.44,3.92,32808.88,43995.2,10,0.017857142857142853,0.12971698113207544,0,0,0,0,12.173604610404988,4,2020
2020-04-20,Abong-Mbang,Est,3.98,13.17,22.9,26.5,20.6,0.4,0.4,10.5,25.9,220,10.34,2.24,11076.75,44007.54,3,0.09142857142857141,0.6641509433962264,0,0,0,0,16.71090086050367,4,2020
2020-04-21,Abong-Mbang,Est,3.98,13.17,24.6,31.4,19.0,0.0,0.0,6.9,19.4,212,21.36,4.47,38882.32,44019.76,0,0.16521739130434782,1.2001640689089417,0,0,0,1,30.125174684647885,4,2020
2020-04-22,Abong-Mbang,Est,3.98,13.17,23.3,27.3,20.2,9.3,9.3,8.9,24.5,228,13.3,2.8,15297.03,44031.85,5,0.007865168539325836,0.0571337714649141,0,0,0,0,10.070952537913698,4,2020
2020-04-23,Abong-Mbang,Est,3.98,13.17,24.1,30.1,19.5,0.1,0.1,8.9,26.6,212,19.6,3.99,38764.84,44043.8,1,0.11234831460674159,0.8161151155395381,0,0,0,0,20.534282641704582,4,2020
2020-04-24,Abong-Mbang,Est,3.98,13.17,25.2,32.4,20.6,2.6,2.6,9.4,29.5,245,19.67,4.17,37430.5,44055.71,2,0.09761702127659573,0.7091047771979124,0,0,0,0,19.615902514659467,4,2020
2020-04-25,Abong-Mbang,Est,3.98,13.17,25.4,31.5,21.1,1.8,1.8,12.1,25.2,244,21.2,4.44,32975.07,44067.59,5,0.07793388429752067,0.5661234991423671,0,0,0,0,18.22838742903895,4,2020
2020-04-26,Abong-Mbang,Est,3.98,13.17,23.6,27.0,20.5,1.1,1.1,15.3,37.1,234,12.86,2.8,23902.5,44079.43,8,0.05816993464052288,0.4225551855962511,0,0,0,0,14.479733356862125,4,2020
